Produto,Categoria do Produto,PreÃ§o,Frete,Data da Compra,Vendedor,Local da compra,AvaliaÃ§Ã£o da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Mochila,esporte e lazer,132.19,7.927134994,13/08/2020,JoÃ£o Souza,PR,5,cartao_credito,2,-24.89,-51.55
Impressora,eletronicos,388.21,18.25545367,24/09/2021,Larissa Alves,MG,5,cartao_credito,1,-18.1,-44.38
Celular Plus X42,eletronicos,3352.98,184.7780333,14/03/2021,Larissa Alves,MA,1,boleto,1,-5.42,-45.44
Secadora de roupas,eletrodomesticos,1316.65,70.63875601,17/11/2021,Larissa Alves,MG,5,cartao_credito,2,-18.1,-44.38
Kit banquetas,moveis,417.35,22.75373647,27/02/2023,JoÃ£o Souza,PR,5,cartao_credito,1,-24.89,-51.55
Cama box,moveis,705.25,38.49228866,21/01/2023,Felipe Santos,PR,5,cartao_credito,3,-24.89,-51.55
Fone de ouvido,eletronicos,138.81,4.97565397,06/06/2020,Pedro Gomes,RJ,4,cartao_credito,3,-22.25,-42.66
CiÃªncia de dados com python,livros,61.04,9.492131754,16/01/2020,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
CiÃªncia de dados com python,livros,63.91,4.090027384,20/09/2020,Mariana Ferreira,RS,3,cupom,1,-30.17,-53.5
Cubo mÃ¡gico 8x8,brinquedos,12.07,1.173795714,11/11/2020,Felipe Santos,MG,5,cartao_credito,6,-18.1,-44.38
Xadrez de madeira,brinquedos,39.93,2.6572569,27/05/2020,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Bateria,instrumentos musicais,865.35,46.36606099,25/01/2022,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
Jogo de panelas,utilidades domesticas,291.22,15.7953657,31/08/2020,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
Corda de pular,esporte e lazer,30.56,0,24/04/2021,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
Celular Plus X42,eletronicos,3280.04,175.1833668,10/01/2022,Felipe Santos,RS,5,cartao_credito,1,-30.17,-53.5
Copo tÃ©rmico,esporte e lazer,74.35,1.543352892,22/03/2021,Beatriz Moraes,MA,5,cartao_credito,2,-5.42,-45.44
Cadeira de escritÃ³rio,moveis,658.04,32.62308942,21/03/2021,Mariana Ferreira,SP,5,cartao_debito,1,-22.19,-48.79
Faqueiro,utilidades domesticas,41.29,0,22/01/2023,JoÃ£o Souza,MG,5,boleto,1,-18.1,-44.38
Panela de pressÃ£o,utilidades domesticas,119.42,7.757871083,14/11/2021,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1306.51,70.45614217,12/02/2023,Beatriz Moraes,ES,4,cartao_credito,3,-19.19,-40.34
Guarda roupas,moveis,658.62,35.95794878,13/11/2021,JoÃ£o Souza,RS,5,cartao_credito,2,-30.17,-53.5
Xadrez de madeira,brinquedos,33.9,2.088198924,28/10/2022,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
Cama king,moveis,1199.88,64.17312619,03/01/2023,Bianca Santos,SP,5,cartao_credito,5,-22.19,-48.79
Mesa de centro,moveis,220.7,12.03473695,16/03/2020,Felipe Santos,MG,4,cartao_credito,2,-18.1,-44.38
Carrinho controle remoto,brinquedos,86.98,5.519838504,18/03/2020,Thiago Silva,GO,3,boleto,1,-15.98,-49.86
Secadora de roupas,eletrodomesticos,1856.91,96.45931023,25/06/2020,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
Jogo de tabuleiro,brinquedos,263.67,11.62407334,22/04/2020,Camila Ribeiro,PR,5,cartao_credito,3,-24.89,-51.55
Headset,eletronicos,256.33,18.12884007,05/04/2020,Felipe Santos,RS,5,cartao_credito,3,-30.17,-53.5
Impressora,eletronicos,321.94,17.82934863,30/05/2020,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,538.52,26.25900898,26/01/2021,JoÃ£o Souza,DF,5,cartao_credito,1,-15.83,-47.86
CÃ´moda,moveis,378.04,17.71393177,29/01/2022,Camila Ribeiro,MG,1,cartao_credito,3,-18.1,-44.38
Smart TV,eletronicos,2207.18,118.0567994,22/09/2021,Juliana Costa,RJ,5,cupom,1,-22.25,-42.66
Cubo mÃ¡gico 8x8,brinquedos,19.03,0,19/04/2021,Mariana Ferreira,SP,5,cartao_credito,6,-22.19,-48.79
Celular ABXY,eletronicos,1473.12,78.97031279,24/09/2022,Bruno Rodrigues,SP,4,cupom,1,-22.19,-48.79
Cama box,moveis,424.33,24.2470903,02/04/2021,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
Blocos de montar,brinquedos,53.07,0,17/01/2022,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,2253.11,117.5557683,26/04/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,335.41,18.39067798,28/07/2020,Larissa Alves,MG,4,cartao_credito,3,-18.1,-44.38
Dinossauro Rex,brinquedos,21.25,0,25/02/2021,Isabella Pereira,SP,5,cartao_credito,6,-22.19,-48.79
Cama king,moveis,501.39,26.98063503,28/09/2022,Juliana Costa,RJ,4,cartao_credito,3,-22.25,-42.66
Bola de basquete,esporte e lazer,61.44,6.435311486,03/04/2021,Thiago Silva,PR,5,cartao_credito,5,-24.89,-51.55
CÃ´moda,moveis,312.35,17.520113,15/02/2020,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
Impressora,eletronicos,411.77,22.61252588,11/02/2022,Larissa Alves,MG,1,cartao_credito,2,-18.1,-44.38
Kit banquetas,moveis,457.85,24.66226101,12/03/2020,Isabella Pereira,DF,4,cartao_credito,1,-15.83,-47.86
Dinossauro Rex,brinquedos,23.28,2.128005139,11/05/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,2034.43,108.8583816,01/03/2021,Thiago Silva,RS,5,cartao_credito,2,-30.17,-53.5
Tablet ABXY,eletronicos,1303.02,66.96633406,18/11/2020,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1678.73,92.55113853,27/09/2021,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1475.2,79.43837718,19/02/2020,Pedro Gomes,SP,3,cartao_credito,1,-22.19,-48.79
Boneca bebÃª,brinquedos,68.43,4.330703786,26/02/2020,Bianca Santos,SC,1,cartao_credito,3,-27.45,-50.95
Panela de pressÃ£o,utilidades domesticas,71.16,1.373494988,02/06/2021,Beatriz Moraes,SP,3,cartao_credito,1,-22.19,-48.79
Dinossauro Rex,brinquedos,23.21,5.715901387,06/11/2021,Camila Ribeiro,BA,5,cartao_credito,1,-13.29,-41.71
Tablet ABXY,eletronicos,2017.1,110.5683231,17/08/2021,Isabella Pereira,RO,5,cupom,1,-10.83,-63.34
Blocos de montar,brinquedos,55.43,3.482585269,29/10/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,452.02,24.75571729,19/02/2021,Pedro Gomes,RJ,5,cartao_credito,2,-22.25,-42.66
Blocos de montar,brinquedos,48.98,0,15/09/2022,Juliana Costa,RJ,3,cartao_credito,1,-22.25,-42.66
Lava louÃ§as,eletrodomesticos,1743.95,90.44453006,12/04/2021,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Pandeiro,instrumentos musicais,111.55,3.524140979,22/01/2023,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
Poltrona,moveis,346.15,16.01588521,17/04/2022,Beatriz Moraes,SP,3,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,969.67,51.91513625,15/03/2022,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
Bicicleta,esporte e lazer,451.61,21.63131294,03/01/2021,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,3683.9,202.3985277,20/06/2020,Juliana Costa,SC,5,cartao_credito,10,-27.45,-50.95
Headset,eletronicos,303.62,13.75129065,14/01/2022,Beatriz Moraes,DF,3,boleto,1,-15.83,-47.86
Mesa de centro,moveis,202.81,8.383461432,04/11/2022,Thiago Silva,SC,1,cartao_credito,1,-27.45,-50.95
Modelagem preditiva,livros,80.45,14.78982295,21/01/2020,Thiago Silva,MG,5,cartao_credito,4,-18.1,-44.38
TV Led UHD 4K,eletronicos,2885.2,151.2126592,15/02/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Celular Plus X42,eletronicos,2228.36,119.3404783,21/07/2021,JoÃ£o Souza,PE,5,boleto,1,-8.38,-37.86
Geladeira,eletrodomesticos,2136.46,114.4470798,08/01/2023,Lucas Oliveira,BA,1,cartao_credito,2,-13.29,-41.71
Jogo de panelas,utilidades domesticas,185.46,10.15831297,27/08/2021,Isabella Pereira,RS,5,cartao_credito,4,-30.17,-53.5
Cama king,moveis,1135.6,60.75040957,29/01/2022,Juliana Costa,RS,4,cupom,1,-30.17,-53.5
Mesa de jantar,moveis,418.9,19.88960385,04/11/2020,Pedro Gomes,MG,5,cartao_credito,1,-18.1,-44.38
Faqueiro,utilidades domesticas,42.74,0,06/01/2023,Camila Ribeiro,RJ,3,cartao_credito,3,-22.25,-42.66
Carrinho controle remoto,brinquedos,118.64,3.901662149,30/11/2020,JoÃ£o Souza,SP,5,cartao_credito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1694.44,91.11224762,10/02/2020,Thiago Silva,SP,4,cartao_credito,2,-22.19,-48.79
Guarda roupas,moveis,685.63,34.09217391,30/11/2020,Mariana Ferreira,MG,3,boleto,1,-18.1,-44.38
SofÃ¡ retrÃ¡til,moveis,931.13,47.16431035,07/05/2021,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
Fone de ouvido,eletronicos,190.71,10.43785968,24/08/2021,Isabella Pereira,SP,4,cartao_credito,6,-22.19,-48.79
Copo tÃ©rmico,esporte e lazer,58.97,0,20/11/2020,Lucas Oliveira,SC,5,cartao_credito,10,-27.45,-50.95
Mesa de centro,moveis,169.05,6.585842996,01/12/2020,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,348.03,16.11598955,19/02/2020,Thiago Silva,MG,5,cartao_credito,4,-18.1,-44.38
Modelagem preditiva,livros,70.14,4.023520803,27/10/2021,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Mesa de jantar,moveis,254,11.10917493,16/05/2020,Larissa Alves,PI,5,cartao_debito,1,-6.6,-42.28
Bola de basquete,esporte e lazer,91.06,5.535683205,10/08/2020,Lucas Oliveira,RJ,1,cartao_credito,1,-22.25,-42.66
Celular Plus X42,eletronicos,2547.63,136.5420484,24/10/2021,JoÃ£o Souza,PA,1,cartao_credito,2,-3.79,-52.48
Bola de basquete,esporte e lazer,80.73,4.829734157,21/11/2020,Bruno Rodrigues,SC,5,cartao_credito,10,-27.45,-50.95
SofÃ¡ retrÃ¡til,moveis,858.22,43.28207219,13/09/2022,Larissa Alves,MG,3,cartao_credito,3,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,72.63,4.807176832,14/11/2020,Rafael Costa,SP,4,cartao_credito,10,-22.19,-48.79
Cama king,moveis,697.6,34.7295404,22/05/2020,Juliana Costa,MS,5,boleto,1,-20.51,-54.54
ViolÃ£o,instrumentos musicais,348.22,18.82479332,02/08/2022,Thiago Silva,SP,3,boleto,1,-22.19,-48.79
Faqueiro,utilidades domesticas,74.05,4.629951878,08/08/2020,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
CÃ´moda,moveis,403.97,21.7933131,21/03/2023,Rafael Costa,SP,1,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,324.32,17.7953293,12/02/2023,Bianca Santos,MS,5,cupom,1,-20.51,-54.54
Smart TV,eletronicos,1634.61,87.56916946,02/07/2020,JoÃ£o Souza,PR,3,cartao_credito,8,-24.89,-51.55
Cubo mÃ¡gico 8x8,brinquedos,29.11,0,10/03/2020,Felipe Santos,RJ,1,cartao_credito,1,-22.25,-42.66
Modelagem preditiva,livros,62.81,3.633220354,17/04/2021,Beatriz Moraes,RJ,1,cartao_credito,8,-22.25,-42.66
Bola de basquete,esporte e lazer,53,3.105216463,14/05/2020,Juliana Costa,DF,5,cartao_credito,3,-15.83,-47.86
Bicicleta,esporte e lazer,921.41,49.59341505,26/04/2022,Felipe Santos,ES,5,boleto,1,-19.19,-40.34
Carrinho controle remoto,brinquedos,94.9,5.336265411,08/06/2022,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1746.06,93.50354667,22/01/2022,Bianca Santos,DF,5,cartao_credito,2,-15.83,-47.86
Impressora,eletronicos,440.19,21.0232323,08/04/2021,Isabella Pereira,RS,4,cartao_credito,2,-30.17,-53.5
Micro-ondas,eletrodomesticos,499.67,24.19036336,17/10/2022,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
Mesa de jantar,moveis,326.56,17.67146348,18/05/2020,Mariana Ferreira,DF,5,cartao_credito,5,-15.83,-47.86
Celular ABXY,eletronicos,1746.11,93.26388131,15/04/2021,Lucas Oliveira,SP,3,cartao_credito,3,-22.19,-48.79
Cama box,moveis,891.95,47.77678006,18/06/2021,Mariana Ferreira,RS,1,cartao_credito,12,-30.17,-53.5
Fone de ouvido,eletronicos,187.02,7.542691435,29/01/2020,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
TV Led UHD 4K,eletronicos,3869.56,206.3255547,29/08/2020,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
Mesa de centro,moveis,298.15,16.81543838,26/06/2020,JoÃ£o Souza,SP,1,boleto,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,25.93,1.663820401,23/02/2020,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
Headset,eletronicos,76.24,4.342676548,07/03/2023,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,36.15,5.088695069,23/03/2022,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1280.58,68.47580931,11/04/2020,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
Headset,eletronicos,234.56,18.73154974,14/04/2021,Rafael Costa,PR,2,cartao_credito,5,-24.89,-51.55
TV Led UHD 4K,eletronicos,2176.32,116.8223406,13/05/2020,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,62.95,4.038910272,02/09/2022,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
FogÃ£o,eletrodomesticos,603.28,33.52196044,09/03/2023,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,52.62,11.89624306,19/10/2020,Beatriz Moraes,MT,5,cartao_credito,1,-12.64,-55.42
Pandeiro,instrumentos musicais,61.65,3.565802941,09/05/2022,JoÃ£o Souza,RJ,3,cartao_credito,4,-22.25,-42.66
Corda de pular,esporte e lazer,26.82,1.95918884,16/07/2020,Beatriz Moraes,SP,3,cartao_credito,3,-22.19,-48.79
Mesa de jantar,moveis,360.19,16.76347297,14/03/2023,Lucas Oliveira,RJ,5,cartao_credito,6,-22.25,-42.66
Bateria,instrumentos musicais,614.38,32.99701261,30/11/2022,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
CÃ´moda,moveis,316.74,17.39655664,18/06/2020,Larissa Alves,GO,5,cartao_credito,1,-15.98,-49.86
Faqueiro,utilidades domesticas,43.74,3.217438587,12/02/2022,Rafael Costa,DF,5,cartao_credito,2,-15.83,-47.86
Jogo de tabuleiro,brinquedos,326.98,14.99514038,02/11/2022,Thiago Silva,RS,4,cartao_credito,4,-30.17,-53.5
Cubo mÃ¡gico 8x8,brinquedos,28.91,2.070475052,13/11/2020,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
Carrinho controle remoto,brinquedos,103.79,6.057609783,30/12/2022,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Blocos de montar,brinquedos,42.25,0,19/08/2021,Lucas Oliveira,DF,5,cartao_credito,1,-15.83,-47.86
Carrinho controle remoto,brinquedos,80.7,1.881471288,22/01/2020,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
Mesa de jantar,moveis,453.24,25.02208165,29/05/2021,Bruno Rodrigues,PR,5,cartao_credito,1,-24.89,-51.55
Headset,eletronicos,346.22,16.0196125,02/02/2023,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
Guarda roupas,moveis,605.53,35.40646714,09/02/2022,Rafael Costa,MG,5,cartao_credito,5,-18.1,-44.38
Headset,eletronicos,215.68,9.068750214,17/06/2021,Beatriz Moraes,SP,1,cartao_credito,4,-22.19,-48.79
Poltrona,moveis,346.3,19.32784836,08/03/2020,Pedro Gomes,MG,1,cartao_credito,1,-18.1,-44.38
Poltrona,moveis,374.09,17.50360615,02/10/2022,Bianca Santos,RJ,5,boleto,1,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1953.42,101.5981774,12/12/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Mesa de jantar,moveis,331.8,20.83116813,28/12/2020,Larissa Alves,SP,5,cartao_credito,12,-22.19,-48.79
Cama box,moveis,494.57,32.57630002,07/02/2020,Rafael Costa,SC,4,cartao_credito,10,-27.45,-50.95
Celular Plus X42,eletronicos,3092.49,162.2502281,31/01/2022,JoÃ£o Souza,PR,5,cartao_credito,4,-24.89,-51.55
Smartwatch,eletronicos,184.84,17.91982182,01/02/2023,Lucas Oliveira,BA,4,cartao_credito,3,-13.29,-41.71
Dinossauro Rex,brinquedos,23.08,1.512066475,02/05/2022,Isabella Pereira,RJ,4,cartao_credito,1,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1568.55,83.80934548,26/09/2020,Juliana Costa,RS,5,cupom,1,-30.17,-53.5
Bicicleta,esporte e lazer,426.62,32.57352468,27/02/2020,Camila Ribeiro,RS,4,cartao_credito,10,-30.17,-53.5
Cama box,moveis,875.07,47.48326011,22/10/2022,Bianca Santos,MG,3,cartao_credito,3,-18.1,-44.38
Smartwatch,eletronicos,244.8,13.72187569,02/03/2023,Felipe Santos,CE,4,cartao_credito,5,-5.2,-39.53
Cadeira de escritÃ³rio,moveis,354.3,19.7538243,01/09/2020,Lucas Oliveira,SP,2,boleto,1,-22.19,-48.79
Smart TV,eletronicos,1524.13,78.73977637,28/09/2021,Pedro Gomes,MG,5,cartao_credito,2,-18.1,-44.38
Cadeira de escritÃ³rio,moveis,669.37,33.22637783,07/03/2020,Beatriz Moraes,SP,2,cartao_credito,7,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,972.69,53.1919316,25/09/2022,Isabella Pereira,PR,4,boleto,1,-24.89,-51.55
Secadora de roupas,eletrodomesticos,1456.19,75.12217576,23/02/2022,Bruno Rodrigues,SP,2,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,181.03,7.223741955,15/01/2021,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Poltrona,moveis,264.74,11.68104762,08/02/2021,Juliana Costa,SP,5,cartao_debito,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,91.74,12.9625269,06/05/2020,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Bateria,instrumentos musicais,952.86,48.32136748,10/08/2022,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
CiÃªncia de dados com python,livros,62.56,0,21/08/2022,Beatriz Moraes,SP,4,cartao_credito,8,-22.19,-48.79
Mochila,esporte e lazer,124.79,7.533107256,10/04/2022,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
Dinossauro Rex,brinquedos,26.36,13.0496189,08/11/2021,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,1933.7,100.5481467,21/02/2021,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,864.68,46.33038551,11/12/2021,JoÃ£o Souza,SP,5,cartao_credito,2,-22.19,-48.79
Kit banquetas,moveis,302.92,16.4127046,14/12/2021,Juliana Costa,RJ,5,cartao_credito,10,-22.25,-42.66
Kit banquetas,moveis,316.25,14.42380016,30/09/2020,Beatriz Moraes,SP,1,cartao_credito,1,-22.19,-48.79
Guarda roupas,moveis,622.97,33.45440426,19/08/2022,Pedro Gomes,SP,1,boleto,1,-22.19,-48.79
Boneca bebÃª,brinquedos,50.33,0,31/05/2021,Thiago Silva,SP,4,cartao_credito,5,-22.19,-48.79
Celular Plus X42,eletronicos,3140.32,164.7970317,10/04/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,259.86,20.2163776,26/12/2022,Beatriz Moraes,RJ,5,boleto,1,-22.25,-42.66
Guarda roupas,moveis,646.21,31.99317751,23/06/2022,JoÃ£o Souza,RJ,4,cartao_credito,1,-22.25,-42.66
Celular Plus X42,eletronicos,2909.33,155.4441746,03/05/2020,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,51.61,10.54612835,15/04/2021,Beatriz Moraes,BA,2,cartao_credito,1,-13.29,-41.71
Bicicleta,esporte e lazer,560.87,27.44907924,13/05/2021,JoÃ£o Souza,SP,5,cartao_credito,5,-22.19,-48.79
Smart TV,eletronicos,2036.15,106.003301,10/07/2021,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
SofÃ¡ retrÃ¡til,moveis,979.9,55.34054339,22/02/2020,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
Cama king,moveis,522.75,25.41930392,24/08/2020,Thiago Silva,SC,5,cartao_credito,1,-27.45,-50.95
Geladeira,eletrodomesticos,2972.24,155.8472774,02/03/2021,Thiago Silva,MG,1,boleto,1,-18.1,-44.38
Celular Plus X42,eletronicos,2309.83,120.5759377,14/02/2023,Bruno Rodrigues,RS,4,cartao_credito,1,-30.17,-53.5
ViolÃ£o,instrumentos musicais,381.22,20.82992266,26/02/2023,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,61.07,3.540570589,05/09/2021,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
Cama box,moveis,577.19,28.31807015,28/04/2020,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
Modelagem preditiva,livros,62.38,3.852651861,29/03/2022,Bianca Santos,CE,1,cupom,1,-5.2,-39.53
Bola de vÃ´lei,esporte e lazer,66.6,3.835026453,04/10/2022,Rafael Costa,SP,5,cartao_credito,8,-22.19,-48.79
Tablet ABXY,eletronicos,1110.62,59.66827833,06/10/2021,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Poltrona,moveis,277.03,15.03413999,25/12/2022,Lucas Oliveira,MG,4,boleto,1,-18.1,-44.38
Bola de basquete,esporte e lazer,66.45,1.122701658,24/05/2021,Pedro Gomes,BA,5,cartao_credito,2,-13.29,-41.71
Modelagem preditiva,livros,91.2,2.4405647,10/01/2021,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1614.22,83.53679784,06/12/2021,Felipe Santos,PB,5,boleto,1,-7.28,-36.72
FogÃ£o,eletrodomesticos,783.17,42.23255093,07/02/2023,Lucas Oliveira,SP,3,boleto,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,3237.96,169.996068,15/08/2020,Pedro Gomes,SP,1,cartao_credito,8,-22.19,-48.79
Dashboards com Power BI,livros,49.18,0,23/09/2020,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Xadrez de madeira,brinquedos,34.2,0,30/07/2020,Beatriz Moraes,SC,3,cartao_credito,1,-27.45,-50.95
Copo tÃ©rmico,esporte e lazer,84.64,4.789951277,08/09/2021,Juliana Costa,BA,5,cartao_credito,5,-13.29,-41.71
CiÃªncia de dados com python,livros,66.7,1.136013406,24/06/2022,Isabella Pereira,RJ,1,cartao_credito,2,-22.25,-42.66
Celular Plus X42,eletronicos,3490.06,186.1183214,18/02/2021,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
Micro-ondas,eletrodomesticos,851.26,42.91147313,22/01/2021,JoÃ£o Souza,SC,1,cartao_credito,10,-27.45,-50.95
Jogo de tabuleiro,brinquedos,280.21,15.20346542,22/10/2020,Pedro Gomes,SP,4,cartao_credito,5,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,64.38,1.012480385,27/01/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,1767.58,97.28213373,08/08/2021,Mariana Ferreira,RO,4,boleto,1,-10.83,-63.34
Micro-ondas,eletrodomesticos,683.25,33.96544607,28/06/2020,Mariana Ferreira,MG,4,cartao_credito,4,-18.1,-44.38
Jogo de copos,utilidades domesticas,28.11,2.027877459,26/12/2021,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,46.21,3.147555632,18/12/2022,Lucas Oliveira,RJ,1,cartao_credito,2,-22.25,-42.66
Mochila,esporte e lazer,143.82,5.242421398,10/07/2022,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Jogo de panelas,utilidades domesticas,190.36,16.51571169,18/08/2022,Lucas Oliveira,DF,5,cartao_credito,3,-15.83,-47.86
Micro-ondas,eletrodomesticos,721.93,36.02503971,24/08/2021,Lucas Oliveira,PR,5,cartao_credito,3,-24.89,-51.55
Bola de vÃ´lei,esporte e lazer,78.65,4.471001798,10/03/2023,Lucas Oliveira,RJ,5,cupom,1,-22.25,-42.66
Impressora,eletronicos,313.5,14.27737093,03/04/2020,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Cama box,moveis,499.65,27.2918715,18/02/2022,Bianca Santos,RJ,4,cartao_credito,10,-22.25,-42.66
Carrinho controle remoto,brinquedos,102.01,3.016164679,17/08/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Smart TV,eletronicos,1512.47,86.91409174,23/08/2021,Mariana Ferreira,RJ,5,cartao_credito,4,-22.25,-42.66
Micro-ondas,eletrodomesticos,594.9,37.91857069,12/09/2022,Isabella Pereira,MG,5,cartao_credito,3,-18.1,-44.38
Jogo de tabuleiro,brinquedos,211.42,11.54625578,16/07/2022,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
TV Led UHD 4K,eletronicos,2137.96,111.4243772,26/02/2023,JoÃ£o Souza,MG,1,cartao_credito,4,-18.1,-44.38
Dinossauro Rex,brinquedos,27.43,9.258616088,28/08/2020,JoÃ£o Souza,DF,2,boleto,1,-15.83,-47.86
Cubo mÃ¡gico 8x8,brinquedos,23.23,0,20/01/2022,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
Mesa de centro,moveis,277.63,12.36740134,12/05/2021,Pedro Gomes,RJ,5,cartao_credito,4,-22.25,-42.66
Boneca bebÃª,brinquedos,50.82,2.989138022,13/02/2022,JoÃ£o Souza,PI,1,cartao_credito,1,-6.6,-42.28
Carrinho controle remoto,brinquedos,105.35,3.194009631,08/03/2023,Isabella Pereira,RJ,5,cupom,1,-22.25,-42.66
Boneca bebÃª,brinquedos,66.89,4.092795793,30/07/2022,Rafael Costa,CE,5,cartao_credito,3,-5.2,-39.53
CÃ´moda,moveis,370.19,17.29594289,05/07/2021,Beatriz Moraes,MG,4,boleto,1,-18.1,-44.38
Carrinho controle remoto,brinquedos,106.32,5.944346055,27/02/2022,Juliana Costa,SC,5,cartao_credito,1,-27.45,-50.95
