Produto,Categoria do Produto,PreÃ§o,Frete,Data da Compra,Vendedor,Local da compra,AvaliaÃ§Ã£o da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Celular Plus X42,eletronicos,2664.27,142.7527775,14/03/2021,Camila Ribeiro,DF,5,cartao_credito,4,-15.83,-47.86
Assistente virtual,eletronicos,307,13.93126549,07/07/2022,Pedro Gomes,PR,5,cartao_credito,2,-24.89,-51.55
Poltrona,moveis,359.81,19.68506504,03/07/2020,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
CÃ´moda,moveis,434.39,23.41308659,16/07/2021,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
Micro-ondas,eletrodomesticos,1071.07,58.43037064,06/03/2021,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,24.03,0,18/07/2022,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
Blocos de montar,brinquedos,55.92,3.50383676,18/07/2021,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
Celular ABXY,eletronicos,957.56,51.5182938,18/03/2023,Bianca Santos,PE,5,cartao_credito,1,-8.38,-37.86
Bola de vÃ´lei,esporte e lazer,57.54,0,10/10/2020,Lucas Oliveira,PE,4,cartao_credito,6,-8.38,-37.86
Jogo de tabuleiro,brinquedos,156.21,5.902151624,30/05/2021,Larissa Alves,RN,5,cartao_credito,5,-5.81,-36.59
Tablet ABXY,eletronicos,2200.81,114.7709506,29/12/2020,Thiago Silva,GO,1,boleto,1,-15.98,-49.86
Tablet ABXY,eletronicos,1333.22,68.5743932,11/09/2021,Bruno Rodrigues,MG,5,boleto,1,-18.1,-44.38
Corda de pular,esporte e lazer,17.86,1.234117179,06/02/2020,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Cama box,moveis,670.63,36.23529496,08/10/2021,Larissa Alves,PR,5,cartao_credito,3,-24.89,-51.55
Jogo de tabuleiro,brinquedos,178.9,10.05699132,22/05/2022,JoÃ£o Souza,MG,5,cartao_credito,6,-18.1,-44.38
Cama king,moveis,636.58,31.48040898,12/02/2020,JoÃ£o Souza,RN,5,cartao_credito,4,-5.81,-36.59
Cubo mÃ¡gico 8x8,brinquedos,27.64,7.713682234,13/06/2022,JoÃ£o Souza,MG,5,cartao_credito,1,-18.1,-44.38
Copo tÃ©rmico,esporte e lazer,78.5,4.468665653,20/03/2020,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
Impressora,eletronicos,310.71,17.07547728,21/06/2022,Juliana Costa,MG,5,cartao_credito,1,-18.1,-44.38
Bola de basquete,esporte e lazer,46.84,0,24/03/2021,Pedro Gomes,MS,1,cartao_credito,4,-20.51,-54.54
Faqueiro,utilidades domesticas,63.08,0,22/05/2022,Bruno Rodrigues,SP,5,cartao_credito,2,-22.19,-48.79
Bola de basquete,esporte e lazer,80.53,4.571106142,27/07/2022,Bruno Rodrigues,SP,1,boleto,1,-22.19,-48.79
Bateria,instrumentos musicais,976.53,52.68429685,27/07/2022,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,25.97,0,09/04/2020,Pedro Gomes,RS,5,cartao_credito,3,-30.17,-53.5
Guitarra,instrumentos musicais,1253.77,67.28574564,14/12/2020,Felipe Santos,SP,3,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,2909.93,155.2337951,08/12/2022,Larissa Alves,MG,5,boleto,1,-18.1,-44.38
Impressora,eletronicos,382.19,20.63359363,26/02/2022,Lucas Oliveira,PR,5,cartao_credito,3,-24.89,-51.55
Iniciando em programaÃ§Ã£o,livros,56.9,3.560858347,01/07/2021,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
Headset,eletronicos,144.76,7.991160412,15/05/2020,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,19.23,1.555044174,28/07/2022,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
Assistente virtual,eletronicos,374.57,20.22785155,19/12/2021,Rafael Costa,RJ,1,cartao_credito,3,-22.25,-42.66
FogÃ£o,eletrodomesticos,1364.3,73.17113562,14/01/2023,Larissa Alves,SP,1,cartao_credito,10,-22.19,-48.79
Smart TV,eletronicos,2211.99,118.4688251,27/11/2022,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
Lava louÃ§as,eletrodomesticos,1344.01,71.85326599,27/12/2021,JoÃ£o Souza,SP,5,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,19.51,0,04/11/2021,Thiago Silva,SP,5,cartao_credito,6,-22.19,-48.79
Corda de pular,esporte e lazer,19.45,4.199470309,17/09/2021,Thiago Silva,MS,1,cartao_credito,1,-20.51,-54.54
Cama king,moveis,1186.14,63.68949114,21/07/2021,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
Guarda roupas,moveis,649.03,35.24590711,13/09/2020,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
Geladeira,eletrodomesticos,2051.03,106.7956162,19/12/2020,Camila Ribeiro,BA,5,cupom,1,-13.29,-41.71
SofÃ¡ retrÃ¡til,moveis,938.11,50.2346612,23/05/2020,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
Jogo de tabuleiro,brinquedos,150,8.270174648,29/08/2021,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1623.78,84.04583908,30/08/2021,Bianca Santos,RN,5,cartao_credito,1,-5.81,-36.59
CÃ´moda,moveis,333.9,18.06794731,10/06/2021,Bruno Rodrigues,CE,1,cartao_credito,1,-5.2,-39.53
Lava louÃ§as,eletrodomesticos,1930.23,103.4659527,31/05/2022,Lucas Oliveira,AL,3,cartao_debito,1,-9.62,-36.82
Guarda roupas,moveis,663.56,35.61569965,20/09/2021,Camila Ribeiro,RS,1,boleto,1,-30.17,-53.5
Bicicleta,esporte e lazer,406.16,22.31381026,01/03/2023,Bruno Rodrigues,PA,4,cartao_credito,6,-3.79,-52.48
Modelagem preditiva,livros,101.63,5.694617665,07/06/2021,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
Geladeira,eletrodomesticos,3130.63,164.2810684,19/02/2022,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
Celular ABXY,eletronicos,1217.52,65.36038173,05/10/2020,Thiago Silva,SP,3,cartao_credito,3,-22.19,-48.79
Jogo de copos,utilidades domesticas,48.42,0,22/03/2021,Isabella Pereira,RJ,1,cartao_credito,3,-22.25,-42.66
Iniciando em programaÃ§Ã£o,livros,72.17,4.125961292,11/03/2020,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
Poltrona,moveis,316.26,26.8369785,12/03/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Copo tÃ©rmico,esporte e lazer,54.55,9.990926463,03/03/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,76.47,10.31373283,15/04/2021,Camila Ribeiro,SP,4,cartao_credito,1,-22.19,-48.79
Geladeira,eletrodomesticos,3217.42,171.6067125,20/12/2022,Felipe Santos,SP,4,cartao_credito,8,-22.19,-48.79
Kit banquetas,moveis,448.68,21.47529926,18/02/2023,Bianca Santos,MG,1,cartao_credito,10,-18.1,-44.38
Jogo de tabuleiro,brinquedos,220.82,9.342439751,30/07/2020,Bruno Rodrigues,MS,5,cartao_credito,2,-20.51,-54.54
Modelagem preditiva,livros,60.34,3.496049382,12/03/2023,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
Bicicleta,esporte e lazer,933.18,47.27346668,17/10/2021,Larissa Alves,PB,3,cartao_credito,10,-7.28,-36.72
Xadrez de madeira,brinquedos,34.37,0,15/02/2020,Beatriz Moraes,MG,3,cartao_credito,1,-18.1,-44.38
Faqueiro,utilidades domesticas,60.31,4.864120415,05/11/2022,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,956.99,48.54127755,29/10/2020,JoÃ£o Souza,RS,5,boleto,1,-30.17,-53.5
CÃ´moda,moveis,327.56,15.02602363,20/02/2020,JoÃ£o Souza,SP,5,boleto,1,-22.19,-48.79
Celular ABXY,eletronicos,1480.18,79.34139701,16/04/2022,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1587.37,82.10711612,25/02/2020,Bruno Rodrigues,SP,5,cartao_credito,6,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,818.79,44.48651942,29/05/2020,Mariana Ferreira,MA,3,cartao_credito,3,-5.42,-45.44
Mesa de jantar,moveis,418.25,25.43437056,10/12/2020,Bruno Rodrigues,PE,1,cartao_credito,3,-8.38,-37.86
Copo tÃ©rmico,esporte e lazer,82.61,5.287149151,24/03/2022,Beatriz Moraes,SP,5,cartao_credito,10,-22.19,-48.79
Boneca bebÃª,brinquedos,62.37,4.008027016,23/01/2020,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
Corda de pular,esporte e lazer,18,7.338060214,03/07/2021,JoÃ£o Souza,PR,5,cartao_credito,10,-24.89,-51.55
CiÃªncia de dados com python,livros,96.51,6.078714991,27/01/2022,Thiago Silva,MT,5,cupom,1,-12.64,-55.42
Bicicleta,esporte e lazer,675.98,36.93374921,25/03/2022,Larissa Alves,PA,1,cartao_credito,2,-3.79,-52.48
Cama box,moveis,676.45,33.60336653,12/04/2021,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
Cama king,moveis,748.91,40.16033039,05/05/2021,Beatriz Moraes,RS,5,cartao_credito,1,-30.17,-53.5
Mochila,esporte e lazer,120.04,6.67489478,05/02/2020,Beatriz Moraes,CE,5,cartao_credito,2,-5.2,-39.53
Bicicleta,esporte e lazer,604.95,32.73803256,12/11/2020,Juliana Costa,SC,5,cartao_credito,2,-27.45,-50.95
Micro-ondas,eletrodomesticos,778.15,41.71727242,19/05/2021,Juliana Costa,BA,5,boleto,1,-13.29,-41.71
Guitarra,instrumentos musicais,1006.18,54.10716253,25/09/2022,Larissa Alves,SP,4,cartao_credito,3,-22.19,-48.79
Headset,eletronicos,182.8,10.01667597,24/07/2021,Bianca Santos,BA,5,cartao_credito,3,-13.29,-41.71
CÃ´moda,moveis,449.08,21.49659805,07/02/2020,Isabella Pereira,RS,4,cartao_credito,6,-30.17,-53.5
SofÃ¡ retrÃ¡til,moveis,960.04,48.70368088,28/03/2022,Bianca Santos,RJ,1,cartao_credito,3,-22.25,-42.66
Cadeira de escritÃ³rio,moveis,572.94,33.67114769,06/08/2020,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Dinossauro Rex,brinquedos,23.3,0,15/06/2020,Mariana Ferreira,SP,5,cartao_credito,3,-22.19,-48.79
Bateria,instrumentos musicais,763.44,38.23532233,10/11/2020,Bianca Santos,PE,4,cartao_credito,5,-8.38,-37.86
Impressora,eletronicos,477.17,22.99230605,07/03/2022,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1325.53,68.16492384,27/08/2021,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
Smartwatch,eletronicos,208.92,8.708800551,09/04/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,268.49,14.8273893,01/05/2021,Isabella Pereira,BA,5,cupom,1,-13.29,-41.71
Guitarra,instrumentos musicais,1028.28,55.64123169,07/07/2020,Pedro Gomes,MG,4,cartao_credito,1,-18.1,-44.38
Guarda roupas,moveis,612.96,33.16938049,24/08/2022,Juliana Costa,RS,3,boleto,1,-30.17,-53.5
Kit banquetas,moveis,397.59,18.75491046,08/09/2021,Larissa Alves,SP,4,cartao_debito,1,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,60.51,0,04/02/2022,Larissa Alves,MT,5,boleto,1,-12.64,-55.42
CiÃªncia de dados com python,livros,60.51,3.753079987,18/07/2020,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
Modelagem preditiva,livros,95.23,6.469826356,09/07/2021,Camila Ribeiro,SP,1,cartao_credito,4,-22.19,-48.79
Smartwatch,eletronicos,286.1,12.81840336,31/05/2022,Rafael Costa,MG,5,cartao_debito,1,-18.1,-44.38
Smartwatch,eletronicos,231.72,9.922831959,14/01/2023,Juliana Costa,MG,5,cartao_credito,2,-18.1,-44.38
Poltrona,moveis,267.72,11.83972366,16/08/2022,Lucas Oliveira,MA,5,boleto,1,-5.42,-45.44
Cubo mÃ¡gico 8x8,brinquedos,11.68,0,13/06/2022,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
Jogo de tabuleiro,brinquedos,257.85,14.01286269,07/01/2022,Mariana Ferreira,PR,5,cartao_credito,1,-24.89,-51.55
Smart TV,eletronicos,2142.21,111.6506769,15/03/2021,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
Poltrona,moveis,387.79,21.1797554,18/01/2020,Isabella Pereira,ES,1,cartao_credito,5,-19.19,-40.34
Poltrona,moveis,350.63,16.25443173,12/09/2022,Mariana Ferreira,MG,4,cartao_credito,10,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,66.96,1.149857624,04/06/2020,JoÃ£o Souza,SP,5,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,3685.42,197.1773756,02/05/2022,Bruno Rodrigues,ES,5,boleto,1,-19.19,-40.34
Celular ABXY,eletronicos,1662.93,88.82914564,05/12/2021,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,88.59,14.29809452,15/07/2022,Bruno Rodrigues,SC,1,cartao_credito,10,-27.45,-50.95
Guitarra,instrumentos musicais,1039.36,52.92723225,31/05/2020,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
Corda de pular,esporte e lazer,30.99,1.933250178,30/04/2020,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,28.67,2.925706596,09/07/2021,Beatriz Moraes,MT,3,cartao_credito,4,-12.64,-55.42
Celular ABXY,eletronicos,1490.52,83.84574463,01/06/2022,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
FogÃ£o,eletrodomesticos,556.31,27.20627296,22/03/2020,Isabella Pereira,RS,5,cupom,1,-30.17,-53.5
Bateria,instrumentos musicais,988.45,50.21642791,16/10/2021,Camila Ribeiro,MG,3,cartao_credito,8,-18.1,-44.38
Geladeira,eletrodomesticos,2891.26,154.2340228,09/03/2022,Beatriz Moraes,PR,3,cartao_credito,1,-24.89,-51.55
Cama box,moveis,479.86,23.13554045,19/04/2022,Larissa Alves,SC,4,boleto,1,-27.45,-50.95
Guarda roupas,moveis,693.11,34.49046141,21/07/2022,JoÃ£o Souza,MG,5,cartao_credito,8,-18.1,-44.38
Panela de pressÃ£o,utilidades domesticas,101.17,5.670124049,04/01/2021,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,86.98,2.215862395,12/12/2020,Bruno Rodrigues,MG,4,cartao_credito,1,-18.1,-44.38
Dinossauro Rex,brinquedos,21,1.649291349,30/03/2023,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
Cubo mÃ¡gico 8x8,brinquedos,19.03,1.296416159,27/02/2020,Bianca Santos,SC,5,cartao_credito,2,-27.45,-50.95
Xadrez de madeira,brinquedos,48.5,2.865605001,28/10/2022,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
Smart TV,eletronicos,1966.77,105.0077116,09/05/2022,Rafael Costa,MT,5,cartao_credito,1,-12.64,-55.42
Mesa de jantar,moveis,244.51,13.30254782,05/03/2021,Felipe Santos,MG,2,cartao_credito,1,-18.1,-44.38
Smartwatch,eletronicos,186.36,10.45421388,04/04/2022,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
Panela de pressÃ£o,utilidades domesticas,72.72,5.524915581,07/05/2021,Felipe Santos,SP,5,cartao_credito,6,-22.19,-48.79
Jogo de copos,utilidades domesticas,51.91,0,14/12/2022,Mariana Ferreira,MG,4,cartao_credito,6,-18.1,-44.38
Impressora,eletronicos,496.34,27.31702698,03/03/2022,Thiago Silva,PR,4,boleto,1,-24.89,-51.55
Bateria,instrumentos musicais,589.58,28.97780037,08/08/2021,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
Jogo de tabuleiro,brinquedos,184.28,10.10113242,11/03/2022,Camila Ribeiro,BA,4,boleto,1,-13.29,-41.71
Bateria,instrumentos musicais,1100.39,56.17689615,06/12/2021,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
Pandeiro,instrumentos musicais,87.76,2.257395049,28/09/2020,Juliana Costa,MA,4,cartao_credito,3,-5.42,-45.44
Lavadora de roupas,eletrodomesticos,1667.28,86.36208322,06/08/2021,Felipe Santos,DF,3,cartao_credito,5,-15.83,-47.86
ViolÃ£o,instrumentos musicais,399.9,21.57659785,06/03/2021,Isabella Pereira,DF,1,cartao_credito,1,-15.83,-47.86
Cubo mÃ¡gico 8x8,brinquedos,20.56,0,06/09/2020,JoÃ£o Souza,SP,4,cartao_credito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1503.83,77.65886244,09/09/2020,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
Geladeira,eletrodomesticos,2071.55,107.8882445,03/09/2020,JoÃ£o Souza,SP,3,boleto,1,-22.19,-48.79
Dashboards com Power BI,livros,52.8,3.498453307,02/05/2022,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
Poltrona,moveis,341.45,15.76562435,29/09/2022,Pedro Gomes,PR,5,cartao_credito,4,-24.89,-51.55
Micro-ondas,eletrodomesticos,742.6,37.12565503,02/02/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Corda de pular,esporte e lazer,30.22,0,10/11/2022,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,94.38,5.308576976,25/12/2021,Bianca Santos,MG,1,cartao_credito,2,-18.1,-44.38
Jogo de copos,utilidades domesticas,39.02,2.360823521,14/01/2022,Felipe Santos,DF,4,cartao_credito,1,-15.83,-47.86
Lava louÃ§as,eletrodomesticos,1631.97,87.18061878,26/03/2020,Thiago Silva,SP,5,cartao_credito,3,-22.19,-48.79
Mesa de jantar,moveis,242.75,13.20883312,04/12/2022,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
CÃ´moda,moveis,433.2,23.59770128,23/11/2020,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
Guitarra,instrumentos musicais,812.92,40.86998347,20/04/2020,Bianca Santos,MG,3,boleto,1,-18.1,-44.38
Guarda roupas,moveis,682.51,36.63038105,28/03/2021,Felipe Santos,MA,4,cartao_credito,3,-5.42,-45.44
Cama box,moveis,855.47,43.13564297,04/05/2020,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
Assistente virtual,eletronicos,299.83,16.85346067,11/11/2022,Mariana Ferreira,BA,4,cartao_credito,4,-13.29,-41.71
Xadrez de madeira,brinquedos,38.6,2.586438401,01/09/2020,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
Guitarra,instrumentos musicais,1009.85,54.05460037,12/07/2020,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,91.49,2.456006328,12/08/2020,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
Guitarra,instrumentos musicais,1115.85,57.00009464,01/08/2022,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
Cadeira de escritÃ³rio,moveis,352.86,28.64602658,27/01/2020,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
FogÃ£o,eletrodomesticos,620.95,30.6481585,07/01/2022,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,975.68,52.23515067,05/01/2023,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
Modelagem preditiva,livros,67.63,3.88421995,19/01/2023,Lucas Oliveira,ES,4,cupom,1,-19.19,-40.34
Blocos de montar,brinquedos,49.96,0,10/08/2022,Larissa Alves,PR,4,boleto,1,-24.89,-51.55
Jogo de panelas,utilidades domesticas,258.57,11.35251368,01/08/2021,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Bateria,instrumentos musicais,862.12,46.59230855,28/07/2022,Bianca Santos,SP,1,cartao_credito,6,-22.19,-48.79
Cama box,moveis,905.9,48.76755421,04/11/2022,Felipe Santos,GO,5,cartao_credito,1,-15.98,-49.86
Kit banquetas,moveis,436.24,20.81290668,23/10/2020,Thiago Silva,PI,5,boleto,1,-6.6,-42.28
Tablet ABXY,eletronicos,1307,81.23984622,01/08/2020,Pedro Gomes,SP,2,cartao_credito,1,-22.19,-48.79
Guarda roupas,moveis,664.5,32.96706498,02/09/2022,Isabella Pereira,CE,1,cartao_credito,6,-5.2,-39.53
Dinossauro Rex,brinquedos,20.67,1.631719841,25/05/2022,Beatriz Moraes,PE,5,boleto,1,-8.38,-37.86
Panela de pressÃ£o,utilidades domesticas,127.59,7.480795808,23/04/2022,JoÃ£o Souza,PR,5,cartao_credito,4,-24.89,-51.55
FogÃ£o,eletrodomesticos,684.07,34.00910861,24/05/2020,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
Mochila,esporte e lazer,121.01,8.096212805,04/01/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,12.22,0,24/11/2021,Camila Ribeiro,SP,3,cartao_credito,1,-22.19,-48.79
Geladeira,eletrodomesticos,2932.91,153.7530732,14/03/2022,Felipe Santos,MG,5,cartao_credito,8,-18.1,-44.38
Fone de ouvido,eletronicos,137.17,8.192305012,14/09/2020,JoÃ£o Souza,CE,5,cartao_credito,5,-5.2,-39.53
Lava louÃ§as,eletrodomesticos,1857.82,96.50776499,25/10/2022,Beatriz Moraes,PR,4,boleto,1,-24.89,-51.55
Boneca bebÃª,brinquedos,66.12,1.105130151,02/06/2021,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
ViolÃ£o,instrumentos musicais,446.53,24.71622699,09/10/2021,JoÃ£o Souza,BA,3,cartao_credito,4,-13.29,-41.71
Guarda roupas,moveis,690.53,37.65706028,15/10/2020,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
Blocos de montar,brinquedos,43.68,0,15/05/2021,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
Lavadora de roupas,eletrodomesticos,1863.12,96.78997405,25/12/2022,Juliana Costa,SP,5,cartao_credito,2,-22.19,-48.79
Cubo mÃ¡gico 8x8,brinquedos,22.98,0,13/11/2020,JoÃ£o Souza,PE,4,cartao_credito,2,-8.38,-37.86
Guarda roupas,moveis,688.44,45.75174526,10/08/2022,JoÃ£o Souza,RJ,5,cartao_credito,3,-22.25,-42.66
Cama box,moveis,893.07,45.13772985,30/04/2020,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
Headset,eletronicos,182.5,7.302015033,03/03/2023,Mariana Ferreira,RJ,1,cartao_credito,5,-22.25,-42.66
Cama box,moveis,861.1,47.50377882,28/11/2021,Bianca Santos,MG,3,cartao_credito,1,-18.1,-44.38
Bola de basquete,esporte e lazer,98.29,2.81808587,19/12/2022,Thiago Silva,PR,1,cartao_credito,2,-24.89,-51.55
Corda de pular,esporte e lazer,16.85,1.180337717,11/10/2020,Camila Ribeiro,MG,5,cartao_credito,2,-18.1,-44.38
Guarda roupas,moveis,669.85,36.19376231,08/12/2020,Isabella Pereira,SP,5,cartao_credito,8,-22.19,-48.79
Boneca bebÃª,brinquedos,78.16,5.050200038,07/07/2020,Felipe Santos,PR,5,cartao_credito,1,-24.89,-51.55
Fone de ouvido,eletronicos,57.74,9.45409566,12/12/2022,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
Bola de basquete,esporte e lazer,60.68,4.119442625,10/07/2020,Camila Ribeiro,RJ,4,cartao_credito,1,-22.25,-42.66
Dashboards com Power BI,livros,39.78,2.649269851,03/11/2021,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
Bola de basquete,esporte e lazer,82.56,4.679197535,30/09/2022,Pedro Gomes,RJ,5,cartao_credito,1,-22.25,-42.66
Headset,eletronicos,102.15,5.7223061,21/09/2021,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
Pandeiro,instrumentos musicais,90.24,2.389447588,20/03/2022,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
Copo tÃ©rmico,esporte e lazer,51.53,0,11/04/2020,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Faqueiro,utilidades domesticas,52.9,7.296804567,13/01/2021,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
Panela de pressÃ£o,utilidades domesticas,115.95,6.457114584,31/01/2022,Camila Ribeiro,PR,5,cartao_credito,4,-24.89,-51.55
Boneca bebÃª,brinquedos,57.86,0,20/04/2021,Camila Ribeiro,ES,4,cartao_credito,7,-19.19,-40.34
Fone de ouvido,eletronicos,186.1,10.59627729,17/01/2023,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de panelas,utilidades domesticas,272.92,15.06327347,03/07/2022,Larissa Alves,SP,5,cartao_credito,3,-22.19,-48.79
Smart TV,eletronicos,1700.63,88.13787038,12/06/2020,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1658.58,85.89883439,06/04/2020,Felipe Santos,MG,5,cartao_credito,5,-18.1,-44.38
Geladeira,eletrodomesticos,2750.41,144.0354972,19/11/2021,Thiago Silva,PR,5,cartao_credito,1,-24.89,-51.55
Lava louÃ§as,eletrodomesticos,1635.2,94.87149028,06/06/2022,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
Corda de pular,esporte e lazer,28.07,1.783419866,23/12/2022,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,37.04,2.255394477,24/08/2021,Isabella Pereira,RJ,1,cartao_credito,2,-22.25,-42.66
Panela de pressÃ£o,utilidades domesticas,91.21,2.44109717,29/04/2020,Mariana Ferreira,RJ,3,cartao_debito,1,-22.25,-42.66
Celular Plus X42,eletronicos,2596.15,139.1255924,10/01/2020,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
Xadrez de madeira,brinquedos,33.07,2.291982537,01/11/2022,Lucas Oliveira,PE,1,cartao_credito,1,-8.38,-37.86
Cubo mÃ¡gico 8x8,brinquedos,24.88,0,28/04/2022,JoÃ£o Souza,SP,4,cartao_credito,3,-22.19,-48.79
CiÃªncia de dados com python,livros,67.91,1.200442266,30/10/2021,Lucas Oliveira,SP,1,cartao_credito,3,-22.19,-48.79
Fone de ouvido,eletronicos,85.32,2.127472389,29/11/2022,Isabella Pereira,SP,5,cartao_credito,5,-22.19,-48.79
Kit banquetas,moveis,417.16,22.50129183,15/05/2022,Beatriz Moraes,RJ,5,cartao_credito,3,-22.25,-42.66
Guitarra,instrumentos musicais,1153.98,59.03040243,14/04/2021,Thiago Silva,RJ,3,cartao_credito,10,-22.25,-42.66
Jogo de tabuleiro,brinquedos,213.84,8.970775749,10/11/2021,JoÃ£o Souza,MG,4,cartao_credito,6,-18.1,-44.38
Bola de vÃ´lei,esporte e lazer,78.54,1.766457786,26/05/2022,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
Bola de basquete,esporte e lazer,30.66,2.319564913,15/12/2022,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
